video_id,frame,time_sec,rep_index,phase,exercise,exercise_ru,quality_label,quality_label_ru,frame_score,pose_found,mean_visibility,knee_angle_deg,hip_angle_deg,elbow_angle_deg,torso_angle_deg,shoulder_x,shoulder_y,hip_x,hip_y,knee_x,knee_y,ankle_x,ankle_y,elbow_x,elbow_y,wrist_x,wrist_y,hip_below_knee,errors_active
squat_bad_02_no_lockout_forward_lean,0,0.0,1,верхняя фиксация,squat,Присед,bad,плохой,38,1,0.84,161.718,142.812,96.269,11.341,0.51615,0.3089,0.47314,0.52335,0.5483,0.6785,0.5702,0.8434,0.45969,0.3655,0.40969,0.3255,0,
squat_bad_02_no_lockout_forward_lean,1,0.0417,1,верхняя фиксация,squat,Присед,bad,плохой,38,1,0.84,161.648,142.62,96.311,11.427,0.51629,0.30914,0.47291,0.52371,0.54829,0.67857,0.57029,0.84343,0.45977,0.36571,0.40977,0.32571,0,
squat_bad_02_no_lockout_forward_lean,2,0.0833,1,верхняя фиксация,squat,Присед,bad,плохой,38,1,0.84,161.439,142.045,96.437,11.685,0.51669,0.30987,0.47224,0.5248,0.54824,0.67878,0.57054,0.84351,0.46001,0.36635,0.41001,0.32635,0,
squat_bad_02_no_lockout_forward_lean,3,0.125,1,верхняя фиксация,squat,Присед,bad,плохой,38,1,0.84,161.088,141.09,96.644,12.109,0.51736,0.31107,0.47112,0.52661,0.54817,0.67914,0.57097,0.84366,0.46042,0.36742,0.41042,0.32742,0,
squat_bad_02_no_lockout_forward_lean,4,0.1667,1,верхняя фиксация,squat,Присед,bad,плохой,38,1,0.84,160.592,139.761,96.932,12.692,0.5183,0.31274,0.46957,0.52912,0.54807,0.67963,0.57156,0.84385,0.46098,0.36889,0.41098,0.32889,0,
squat_bad_02_no_lockout_forward_lean,5,0.2083,1,верхняя фиксация,squat,Присед,bad,плохой,38,1,0.84,159.947,138.066,97.297,13.425,0.51949,0.31487,0.46759,0.53231,0.54795,0.68026,0.57231,0.8441,0.46169,0.37077,0.41169,0.33077,0,
squat_bad_02_no_lockout_forward_lean,6,0.25,1,опускание,squat,Присед,bad,плохой,38,1,0.84,159.15,136.015,97.735,14.293,0.52092,0.31744,0.4652,0.53616,0.5478,0.68101,0.57321,0.8444,0.46255,0.37304,0.41255,0.33304,0,сильный наклон корпуса
squat_bad_02_no_lockout_forward_lean,7,0.2917,1,опускание,squat,Присед,bad,плохой,38,1,0.84,158.195,133.621,98.241,15.282,0.52259,0.32043,0.46242,0.54064,0.54762,0.68189,0.57427,0.84476,0.46356,0.37567,0.41356,0.33567,0,сильный наклон корпуса
squat_bad_02_no_lockout_forward_lean,8,0.3333,1,опускание,squat,Присед,bad,плохой,38,1,0.84,157.079,130.899,98.812,16.375,0.52448,0.32381,0.45928,0.54572,0.54742,0.68289,0.57546,0.84515,0.46469,0.37866,0.41469,0.33866,0,сильный наклон корпуса
squat_bad_02_no_lockout_forward_lean,9,0.375,1,опускание,squat,Присед,bad,плохой,38,1,0.84,155.8,127.869,99.44,17.556,0.52658,0.32757,0.45579,0.55136,0.5472,0.68399,0.57679,0.8456,0.46595,0.38198,0.41595,0.34198,0,сильный наклон корпуса
