video_id,frame,time_sec,rep_index,phase,exercise,exercise_ru,quality_label,quality_label_ru,frame_score,pose_found,mean_visibility,knee_angle_deg,hip_angle_deg,elbow_angle_deg,torso_angle_deg,shoulder_x,shoulder_y,hip_x,hip_y,knee_x,knee_y,ankle_x,ankle_y,elbow_x,elbow_y,wrist_x,wrist_y,hip_below_knee,errors_active
deadlift_medium_01_bar_slightly_forward,0,0.0,1,старт/низ,deadlift,Тяга,medium,средний,72,1,0.9,154.362,90.234,179.534,52.696,0.6256,0.4317,0.4408,0.5725,0.5236,0.6821,0.56,0.8621,0.61776,0.6137,0.6086,0.7925,0,штанга немного далеко от линии стопы
deadlift_medium_01_bar_slightly_forward,1,0.0417,1,старт/низ,deadlift,Тяга,medium,средний,72,1,0.9,154.414,90.383,179.526,52.614,0.62591,0.43139,0.44146,0.57234,0.52416,0.68207,0.56051,0.86207,0.61814,0.61355,0.60904,0.79234,0,штанга немного далеко от линии стопы
deadlift_medium_01_bar_slightly_forward,2,0.0833,1,старт/низ,deadlift,Тяга,medium,средний,72,1,0.9,154.568,90.83,179.502,52.367,0.6258,0.43044,0.4424,0.57185,0.5248,0.68198,0.561,0.86198,0.61824,0.61311,0.6093,0.79185,0,штанга немного далеко от линии стопы
deadlift_medium_01_bar_slightly_forward,3,0.125,1,старт/низ,deadlift,Тяга,medium,средний,72,1,0.9,154.824,91.574,179.464,51.955,0.62524,0.42888,0.44359,0.57103,0.52549,0.68183,0.56144,0.86183,0.61805,0.61238,0.60937,0.79103,0,штанга немного далеко от линии стопы
deadlift_medium_01_bar_slightly_forward,4,0.1667,1,старт/низ,deadlift,Тяга,medium,средний,72,1,0.9,155.176,92.61,179.412,51.378,0.62424,0.42672,0.44501,0.56991,0.52622,0.68163,0.56182,0.86163,0.61754,0.61138,0.60923,0.78991,0,штанга немного далеко от линии стопы
deadlift_medium_01_bar_slightly_forward,5,0.2083,1,старт/низ,deadlift,Тяга,medium,средний,72,1,0.9,155.622,93.934,179.35,50.634,0.62278,0.42398,0.44664,0.56849,0.52696,0.68139,0.56213,0.86139,0.61671,0.6101,0.60887,0.78849,0,штанга немного далеко от линии стопы
deadlift_medium_01_bar_slightly_forward,6,0.25,1,старт/низ,deadlift,Тяга,medium,средний,72,1,0.9,156.154,95.541,179.28,49.723,0.62086,0.42068,0.44844,0.56678,0.5277,0.6811,0.56233,0.8611,0.61555,0.60857,0.60828,0.78678,0,штанга немного далеко от линии стопы
deadlift_medium_01_bar_slightly_forward,7,0.2917,1,старт/низ,deadlift,Тяга,medium,средний,72,1,0.9,156.766,97.422,179.205,48.644,0.61849,0.41685,0.4504,0.56481,0.52842,0.68078,0.56244,0.86078,0.61407,0.60681,0.60746,0.78481,0,штанга немного далеко от линии стопы
deadlift_medium_01_bar_slightly_forward,8,0.3333,1,старт/низ,deadlift,Тяга,medium,средний,72,1,0.9,157.45,99.568,179.127,47.398,0.61568,0.41254,0.4525,0.5626,0.52912,0.68044,0.56244,0.86044,0.61227,0.60483,0.6064,0.7826,0,штанга немного далеко от линии стопы
deadlift_medium_01_bar_slightly_forward,9,0.375,1,подъем,deadlift,Тяга,medium,средний,72,1,0.9,158.197,101.966,179.051,45.986,0.61246,0.40778,0.45472,0.56018,0.52979,0.68009,0.56233,0.86009,0.61016,0.60266,0.60513,0.78018,0,штанга немного далеко от линии стопы
